rank,uri,artist_names,track_name,source,peak_rank,weeks_on_chart,streams,country
31,spotify:track:5jt25aFjW2kNoBqaEVaz5W,Mora Feid,LA INOCENTE,Rimas Entertainment LLC,14,69,52753,Panama
32,spotify:track:0CYTGMBYkwUxrj1MWDLrC5,Feid,CHORRITO PA LAS ANIMAS,UMLE - Latino,5,34,52644,Panama
33,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,Bad Bunny Chencho Corleone,Me Porto Bonito,Rimas Entertainment LLC,1,64,50997,Panama
34,spotify:track:5uxIvoAHL2QOnRP2olOxzb,Sech Mora Saiko,Cafe Malibú,Rich Music,34,1,50827,Panama
35,spotify:track:7MVIfkyzuUmQ716j8U7yGR,Taiu Milo j,Rara Vez,Universal Music Argentina S.A.,9,23,50720,Panama
36,spotify:track:0T2pB7P1VdXPhLdQZ488uH,Feid,Normal,UMLE - Latino,7,55,50585,Panama
37,spotify:track:3KZCP2StVGdWkOKyRZNWA4,Plan B,Es un Secreto,Pina Records,34,56,50568,Panama
38,spotify:track:609E1JCInJncactoMmkDon,ROSALÍA Rauw Alejandro,BESO,Columbia Records/Duars Entertainment/Sony Music Latin,3,18,49953,Panama
39,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,Bizarrap Quevedo,Quevedo: Bzrp Music Sessions Vol. 52,DALE PLAY Records,1,56,47533,Panama
40,spotify:track:4NoOME4Dhf4xgxbHDT7VGe,KAROL G Romeo Santos,X SI VOLVEMOS,Universal Music Latino,3,25,45789,Panama
41,spotify:track:0jYb9kx7BNJTJQIQQdffdN,LH Anyuri Tot SMILE BEATS Johnny Jey B,Ego Sexual,LH MUSIC & COMPANY,27,19,45537,Panama
42,spotify:track:7nJZcBCBHo9vZbL9rycfwR,Rik BARBEL Arez,Polvo Sano,MK5  Life Music Costa Rica & Canaltube Network LLC.,42,2,45012,Panama
43,spotify:track:3HqcNJdZ2seoGxhn0wVNDK,KAROL G,PROVENZA,Universal Music Latino,1,66,42695,Panama
44,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Efecto,Rimas Entertainment LLC,3,64,42230,Panama
45,spotify:track:5AqiaZwhmC6dIbgWrD5SzV,Bizarrap Peso Pluma,Peso Pluma: Bzrp Music Sessions Vol. 55,DALE PLAY Records,3,9,41356,Panama
46,spotify:track:4WiQA1AGWHFvaxBU6bHghs,Quevedo,PUNTO G,Quevedo,15,38,40822,Panama
47,spotify:track:3Gs7mVfWKl567mjozgxmXv,Feid Sean Paul,Niña Bonita,UMLE - Latino,10,14,40748,Panama
48,spotify:track:2mnXxnrX5vCGolNkaFvVeM,Arcángel Bad Bunny,La Jumpa,Rimas Entertainment LLC.,1,35,40272,Panama
49,spotify:track:0fea68AdmYNygeTGI4RC18,J Balvin Bad Bunny,LA CANCIÓN,Universal Music Latino / Rimas,2,213,39841,Panama
50,spotify:track:6otePxalBK8AVa20xhZYVQ,KAROL G,MIENTRAS ME CURO DEL CORA,Universal Music Latino,7,22,38887,Panama
51,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,Like Crazy,BIGHIT MUSIC,34,18,38037,Panama
52,spotify:track:4KYz9MrUZ7poQtVOroS2UG,Alejandro Torres,Nadie Te Ama Como Yo,Alejandro torres,42,51,36249,Panama
53,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,Dance The Night - From Barbie The Album,Atlantic Records,53,4,34063,Panama
54,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Darkroom/Interscope Records,54,2,33922,Panama
55,spotify:track:0J9g1MMJDhyvOb3NWckHMm,Bad Gyal Tokischa Young Miko,Chulo pt.2,Universal Music Latino/Interscope,55,5,33441,Panama
56,spotify:track:6MZi5j60L80SZLBxN0bv8s,KAROL G Aldo Ranks,WATATI (feat. Aldo Ranks) [From Barbie The Album],Atlantic Records,36,8,32900,Panama
57,spotify:track:368eeEO3Y2uZUQ6S5oIjcu,Fuerza Regida,TQM,Rancho Humilde/Street Mob Records,40,10,32587,Panama
58,spotify:track:1e4sBJgOMMS7ymGqe9j7ar,Yemil VLA Music Entertainment,Redondo,Vla Music Entertainment,20,20,32516,Panama
59,spotify:track:20XMeJgjo5Xrq8MP2kh0p4,Haquil BARBEL,Háblame de Ti,MK5 / Canaltube Network LLC . Bajo Licencia Exclusiva de ONErpm,59,3,32233,Panama
60,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,69,32170,Panama
61,spotify:track:51FvjPEGKq2zByeeEQ43V9,Marshmello Manuel Turizo,El Merengue,Sony Music Latin,42,21,31857,Panama
62,spotify:track:3qXZqXGniqNt3PK2CBSZgM,Eladio Carrion Myke Towers,Si La Calle Llama - Remix,Rimas Entertainment LLC,4,19,31749,Panama
63,spotify:track:6Xom58OOXk2SoU711L2IXO,Bad Bunny,Moscow Mule,Rimas Entertainment LLC,2,64,31549,Panama
64,spotify:track:28BSTgZH1ckI8Xfy8LXaRz,Yandel Feid Daddy Yankee,Yankee 150,La Leyenda LLC,35,6,31418,Panama
65,spotify:track:4Q7PAq0JYYX4XRFCIXHYlR,Boza,Sin Waze,Sony Music Latin,64,6,30986,Panama
66,spotify:track:6ifUES3keWjwXgae8pXI3o,Danny Ocean,Me Rehúso,Atlantic Records,2,241,30884,Panama
67,spotify:track:5IAESfJjmOYu7cHyX557kz,BTS,Take Two,BIGHIT MUSIC,14,7,30840,Panama
68,spotify:track:1sbNEFiURUYfy024cJX8JG,Feid,Ferxxo 100,UMLE - Latino,17,60,30639,Panama
69,spotify:track:2KQj2OQo0UcJ2uFAe5LG47,Mole BARBEL,Tu Loco,MoleMusic,23,31,30145,Panama
70,spotify:track:1QXu9ubYFn5Rc2kIXFxlNE,Jimmix Sampw,Carrusel - Radio Mix,Latinox,31,23,30071,Panama
71,spotify:track:5q86iSKkBtOoNkdgEDY5WV,Quevedo,VISTA AL MAR,Quevedo,32,46,29880,Panama
72,spotify:track:0EhuGnOS6fTc5l5UNtDEH2,Saiko Quevedo Feid Mora,POLARIS - Remix,2023 Rimas Entertainment LLC.,39,7,29745,Panama
73,spotify:track:31i56LZnwE6uSu3exoHjtB,Bad Bunny,Neverita,Rimas Entertainment LLC,8,64,29620,Panama
74,spotify:track:64SYcBckhA83vF5IfMzQ0N,Alejandro Torres,Apiadate De Mi,Alejandro torres y Las estrellas del ritmo compositor edward Cedeño,63,58,29430,Panama
75,spotify:track:2lmWwBLVJ2P0HX491zkYws,Eladio Carrion,Mbappe,Rimas Entertainment LLC,5,36,29348,Panama
76,spotify:track:1UMm1Qs3u59Wvk53zBUE8r,Fuerza Regida,SABOR FRESA,Rancho Humilde/Street Mob Records,70,5,29257,Panama
77,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,Bizarrap Shakira,Shakira: Bzrp Music Sessions Vol. 53,DALE PLAY Records,1,29,28239,Panama
78,spotify:track:1aUq8rjW1EwkAkMri4VfJy,Rauw Alejandro Lyanno Brray,LOKERA,Sony Music Latin/Duars Entertainment,14,52,28177,Panama
79,spotify:track:3XjvMZqm2AQ8thMCD6w9w2,Anuel AA Mambo Kingz DJ Luian,Mas Rica Que Ayer,Real Hasta La Muerte LLC & Hear This Music LLC,28,21,28036,Panama
80,spotify:track:0jDkzYfkYI5faOTftiqydF,Jorkan Akim Yemil Danny Yash,ALBERTO NAVARRO (feat. Danny Yash),WEA Latina on behalf of AGM Ent.,10,40,27176,Panama
81,spotify:track:2JPLbjOn0wPCngEot2STUS,Bad Bunny,Yonaguni,Rimas Entertainment LLC,1,112,27169,Panama
82,spotify:track:4JtLrFUg0ff2x9TsXCgx76,Tainy Bad Bunny Julieta Venegas,Lo Siento BB:/,NEON16 LLC,1,95,27163,Panama
83,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,Jay Wheeler DJ Nelson Myke Towers,La Curiosidad,Linked Music / Dynamic Records / EMPIRE,1,163,26665,Panama
84,spotify:track:0hDE81j4N2DPLbEY4tiCDs,Tainy Daddy Yankee Feid Sech,LA BABY,NEON16 LLC,22,5,26658,Panama
85,spotify:track:1tD2tcdB8WpLlJCEBaJV4r,Mole BARBEL,Conejita Supreme,MoleMusic,85,2,26632,Panama
86,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,72,51,26627,Panama
87,spotify:track:4khWEpnaijN0G1x019Uzdr,Morat,No Se Va,Universal Music Spain S.L.,28,80,26580,Panama
88,spotify:track:2iVgM5C7m1G4CJGbms301G,Shakira Manuel Turizo,Copa Vacía,Sony Music Latin,46,4,26276,Panama
89,spotify:track:4xU4XeklG562EnanWzpY3A,Young Miko,wiggy,The Wave Music Group,89,1,26245,Panama
90,spotify:track:6Z0ybnsUBhbZ9ZjPW64eoF,Belanova,Rosa Pastel,Universal Music Mexico,90,2,26038,Panama
91,spotify:track:4gP4ZiBX8eQgxAVQ7GhfAI,Nerry Money BARBEL Anyuri Robi Guid,Vicio Remix,MK5,74,4,26038,Panama
92,spotify:track:16dUQ4quIHDe4ZZ0wF1EMN,KAROL G Ovy On The Drums,CAIRO,Universal Music Latino,10,37,25919,Panama
93,spotify:track:21N77gfWYoQDvrLvaeiQgi,Rauw Alejandro Bizarrap,BABY HELLO,Sony Music Latin/Duars Entertainment,46,5,25890,Panama
94,spotify:track:6mmPpaltUZK7xjNlBPQQ0p,Rauw Alejandro Chencho Corleone,Desesperados,Sony Music Latin/Duars Entertainment,2,85,25881,Panama
95,spotify:track:3MNLql99iLhTKLwRyzyfUe,Nerry Money BARBEL,0 Amigos Falsos,Barbel,56,62,25720,Panama
96,spotify:track:3VvA1wSxukMLsvXoXtlwWx,Boza,Hecha Pa' Mi,Sony Music Latin,1,156,25686,Panama
97,spotify:track:7FlQk2gJ6TBrHHiidvdR2O,Becky G KAROL G,MAMIII,Kemosabe Records/RCA Records,1,76,25672,Panama
98,spotify:track:4jhHaLksdP8DJZzxYAjOSz,Eladio Carrion Bad Bunny,Kemba Walker,Rimas Entertainment LLC,26,123,25618,Panama
99,spotify:track:1YUTTfAThKaxEYP9Zfv21V,Tainy Sech E.VAX,11 Y ONCE,NEON16 LLC,21,4,25243,Panama
100,spotify:track:06s3QtMJVXw1AJX3UfvZG1,Anuel AA Bad Bunny,Hasta Que Dios Diga,2020 Real Hasta La Muerte LLC,1,109,24962,Panama
101,spotify:track:73K8OAeNdr8f5YRWvmj9nS,Alejandro Torres,Te Regalo Mi Olvido,Las estrellas del ritmo,85,61,24934,Panama
102,spotify:track:4JdSXF2p71cr8uCY3UiJM0,Yahritza Y Su Esencia Grupo Frontera,Frágil,Lumbre Music/Columbia,69,11,24880,Panama
103,spotify:track:2PFPDjSJpeZE889648rbUP,Tainy Jhayco,FANTASMA | AVC,NEON16 LLC,27,8,24870,Panama
104,spotify:track:54ELExv56KCAB4UP9cOCzC,Ñengo Flow Bad Bunny,Gato de Noche,Rimas Entertainment LLC,9,31,24785,Panama
105,spotify:track:7txjUEY6McJDJKqIo1Rxjp,Shakira,Acróstico,Sony Music Latin,6,11,24727,Panama
106,spotify:track:1VauUM5CBX7nkLcgafQL2B,Bizarrap Eladio Carrion,Eladio Carrion: Bzrp Music Sessions Vol. 40,DALE PLAY Records,14,111,24699,Panama
107,spotify:track:6IfMD01z39P15HKezjdaMP,Juan Luis Guerra 4.40,Bachata En Fukuoka,Capitol Latin,50,25,24642,Panama
108,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,3,28,24239,Panama
109,spotify:track:4l9bFChPNg0okIw6RK3NBI,Faster Boza,Ayahuasca,La Resistencia LLC,29,16,24105,Panama
110,spotify:track:1LiN0Z98FkR1t0m8KmLcAH,Anuel AA Haze,Amanece,House of Haze,7,97,23968,Panama
111,spotify:track:3fjN3y5x4hN53rykAN2LHQ,Rels B,cómo dormiste?,DALE PLAY Records / Flakk Team,27,50,23916,Panama
112,spotify:track:7bPp2NmpmyhLJ7zWazAXMu,Peso Pluma Grupo Frontera,TULUM,Double P Records,112,4,23841,Panama
113,spotify:track:6PJyPGsilZONt02puh7qxd,Alejandro Torres,Un Loquito Como Yo,Alejandro torres Las estrellas del ritmo,88,27,23815,Panama
114,spotify:track:35wvL50xvKpCHEJPxLOLPI,Bad Bunny,Si Estuviésemos Juntos,Rimas Entertainment LLC,25,240,23743,Panama
115,spotify:track:0G2zPzWqVjR68iNPmx2TBe,Mora Bad Bunny Sech,Volando - Remix,Rimas Entertainment LLC,1,108,23594,Panama
116,spotify:track:5S4aEL1BMsgLvCSt4BijHd,Romeo Santos Chris Lebron,SIRI,Sony Music Latin,40,47,23586,Panama
117,spotify:track:1MB8kTH7VKvAMfL9SHgJmG,Sebastian Yatra Manuel Turizo Beéle,VAGABUNDO,UMLE - Latino,66,11,23507,Panama
118,spotify:track:1F205Nl2feOSYSztLNOJAL,Eladio Carrion Brytiago,3 Am,Rimas Entertainment LLC,92,49,23495,Panama
119,spotify:track:6Mng30bt41eykRAvihfBy4,Alejandro Torres,Razones Para Amarte,Las estrellas del ritmo,52,31,23483,Panama
120,spotify:track:7mXuWTczZNxG5EDcjFEuJR,Peso Pluma Gabito Ballesteros Junior H,LADY GAGA,Double P Records,68,5,23469,Panama
121,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,Rimas Entertainment LLC,2,64,23443,Panama
122,spotify:track:69Ej1xrGjOcHvIMtMKxK0G,Don Omar,Dile,UMLE - Machete,75,44,23393,Panama
123,spotify:track:7gRj1N54rKun6RDMBT6ksI,BCA Jorkan T.O.T,TOP MODEL,WEA Latina on behalf of AGM Ent.,2,84,23095,Panama
124,spotify:track:3X8NRejOXJ0gKzDC6qVzn6,Eiby Monster Alberto Sandino Directed by Karma,La Sesión #47,Roockie Records,14,74,22879,Panama
125,spotify:track:741UUVE2kuITl0c6zuqqbO,Nicki Minaj Ice Spice Aqua,Barbie World (with Aqua) [From Barbie The Album],Atlantic Records,125,1,22865,Panama
126,spotify:track:0MEZYGMSPxNwUO4nAdQRBW,Eladio Carrion,Hola Como Vas,Rimas Entertainment LLC,55,66,22699,Panama
127,spotify:track:3k79jB4aGmMDUQzEwa46Rz,Olivia Rodrigo,vampire,Olivia Rodrigo PS,61,4,22620,Panama
128,spotify:track:04w93rJXoDQ4fayGw9BPT7,BARBEL Kevin Ice Haquil Nerry Money,CASA VERDE,Barbel,50,46,22424,Panama
129,spotify:track:1Sym1HsTqsa2pYKhYL1j15,Eladio Carrion Rels B,Me Gustas Natural,Rimas Entertainment LLC,18,86,22415,Panama
130,spotify:track:1UdzJEpgJxtuXAlCOvD4S0,Danny Ocean,Fuera del mercado,Atlantic Records,6,73,22264,Panama
131,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,BTS,Butter,BIGHIT MUSIC,12,57,22195,Panama
132,spotify:track:1s7oOCT8vauUh01PbJD6ps,Rema Selena Gomez,Calm Down (with Selena Gomez),Mavin Records / Jonzing World,24,47,22161,Panama
133,spotify:track:53tfEupEzQRtVFOeZvk7xq,ROSALÍA,DESPECHÁ,Columbia,10,52,22106,Panama
134,spotify:track:0l90VdNkRiV1bNO78bRrBh,Danny Yash,Billie Jean,CFMB Records,54,5,21786,Panama
135,spotify:track:2beS6dD5rovBxSA1zYoSHR,Jhayco J Balvin Bad Bunny,No Me Conoce - Remix,N&E Entertainment LLC,5,219,21729,Panama
136,spotify:track:559YUIWxUc8Mx4lsla13Ff,Mora YOVNGCHIMI,MODELITO,Rimas Entertainment LLC,33,38,21698,Panama
137,spotify:track:44FzVABpR2cciquTqADA0D,Young Miko,Lisa,The Wave Music Group,23,21,21633,Panama
138,spotify:track:5sdQOyqq2IDhvmx2lHOpwd,NewJeans,Super Shy,ADOR,138,1,21532,Panama
139,spotify:track:4tQofG51E0juZBBVr6pral,Mora,Tuyo,Rimas Entertainment LLC,136,17,21365,Panama
140,spotify:track:5Hps3yUtidx9sRv9pBpp6Y,Jorkan BARBEL Tachi,TUS FALLOS,WEA Latina on behalf of AGM Ent.,5,83,21149,Panama
141,spotify:track:0Iozrbed8spxoBnmtBMshO,Quevedo,WANDA,Quevedo,70,27,21095,Panama
142,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,Post Malone Swae Lee,Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,54,82,20860,Panama
143,spotify:track:2z8D1rCKod1Mm8Yb83uZMG,Alejandro Torres,Ella No Va a Volver,Alejandro Torres,143,1,20779,Panama
144,spotify:track:6VrQTLzzuyGIYjUDe4kAZk,Bad Bunny,Un Coco,Rimas Entertainment LLC,13,64,20775,Panama
145,spotify:track:2NFadq6pUeiVEihLvUlOSr,Bizarrap Rauw Alejandro,Rauw Alejandro: Bzrp Music Sessions Vol. 56,DALE PLAY Records,23,5,20682,Panama
146,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,35,32,20601,Panama
147,spotify:track:2ROQe6QkIXODJRx0y8UjzV,Tokischa Anuel AA Ñengo Flow,Delincuente,Sony Music Latin,61,42,20548,Panama
148,spotify:track:5mrIrVQ3ieXNMq0TM19RU4,Danny Yash,Sex in My House,Modo Rebelde Music,73,53,20516,Panama
149,spotify:track:7FbrGaHYVDmfr7KoLIZnQ7,FIFTY FIFTY,Cupid - Twin Ver.,WM Korea,66,16,20487,Panama
150,spotify:track:1Hs1uUl8o2VtDp1DABFq0O,LIT killah Tiago PZK Maria Becerra Duki Emilia Rusherking Big One FMK,Los del Espacio,WEA Latina,84,8,20398,Panama
151,spotify:track:2hn2zOA2XFlv6DSmesylrL,Ryan Castro Peso Pluma SOG,QUEMA,Sony Music Latin,151,1,20380,Panama
152,spotify:track:6peVAUzSxDlTigQw5T99O5,Mora,RÁPIDO,Rimas Entertainment LLC,46,13,20056,Panama
153,spotify:track:1haJsMtoBhHfvuM7XWuT3W,Junior H Peso Pluma,El Azul,WEA Latina,54,16,20003,Panama
154,spotify:track:5YJ4BVvTFmVCxUyhKejHfR,Tego Calderón,Pa' Que Retozen,Jiggiri Records Inc.,103,48,19996,Panama
155,spotify:track:5RubKOuDoPn5Kj5TLVxSxY,Bad Bunny,TE MUDASTE,Rimas Entertainment LLC,3,132,19982,Panama
156,spotify:track:1SZMZCqVHIWgyEy2dIHsZR,Yiyo Sarante,Corazon de Acero,TranKYouTV,156,8,19972,Panama
157,spotify:track:25OeKzcqakFPaJlXHPE5lm,Carin Leon,Primera Cita,Socios Music LLC,157,2,19902,Panama
158,spotify:track:7KA4W4McWYRpgf0fWsJZWB,Tyler The Creator Kali Uchis,See You Again (feat. Kali Uchis),Columbia,93,14,19875,Panama
159,spotify:track:6k5wiT5l9DK8iZmhvEvoqo,Brray Jhayco Ryan Castro,Corazón Roto - Remix,UMLE - Latino,147,4,19837,Panama
160,spotify:track:04ndZkbKGthTgYSv3xS7en,TINI,Cupido,5020 Records,48,23,19751,Panama
161,spotify:track:0Sfn2TYbpQtCGMBf6C0Y6T,Quevedo Myke Towers,PLAYA DEL INGLÉS,Quevedo,29,30,19694,Panama
162,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,71,71,19688,Panama
163,spotify:track:2K1fJYqtl5hTAnyiweLUqi,Yemil VLA Music Entertainment At' Fat,Iluso,Vla Music Entertainment,131,3,19570,Panama
164,spotify:track:25LgSWBcEBrnq12zx7KpsG,Alejandro Torres,Un Amor Inexplicable,Alejandro torres Las estrellas del ritmo,128,16,19518,Panama
165,spotify:track:7uC9TpGGHrAssX8NUKBqed,Juan Luis Guerra 4.40,Vale la Pena,Karen Publishing Company,78,10,19425,Panama
166,spotify:track:7DhYjNLksXZhbRQeheAums,Bacilos,Caraluna,WEA Latina,83,33,19407,Panama
167,spotify:track:6njJR3OIp3oA0Kc4aC9Tzf,S3BZS Mc Gw Mc Menor Do Alvorada,MONTAGEM - PR FUNK,S3BZS,167,2,19394,Panama
168,spotify:track:56TE6fxZAcfQGcMVmezo7B,Tony Dize,El Doctorado,Pina Records,168,3,19386,Panama
169,spotify:track:71iAechwVKGu26pahzFL0k,Morat,Cuando Nadie Ve,Universal Music Spain S.L.,51,146,19292,Panama
170,spotify:track:1AOPHC5whvr8K359BZu4kp,Eladio Carrion Anuel AA,Triste Verano,Rimas Entertainment LLC,20,15,19210,Panama
171,spotify:track:4bjN59DRXFRxBE1g5ne6B1,Agust D,Haegeum,BIGHIT MUSIC,40,5,19038,Panama
172,spotify:track:6Vn1vje8yMw2OY6IOk9dkH,KAROL G Maldy,GATÚBELA,Universal Music Latino,10,48,19028,Panama
173,spotify:track:30W8VKHrAZmHzObnwAoc1u,Mora Sech,TUS LÁGRIMAS,Rimas Entertainment LLC,2,69,18971,Panama
174,spotify:track:3Zb2735n7CfJ8ZwKd69O01,LH BARBEL EL ZETA Danny Yash,Por Ley,LH MUSIC & COMPANY,29,80,18960,Panama
175,spotify:track:1O2pcBJGej0pmH2Y9XZMs6,Cris Mj,Una Noche en Medellín,Sonar LLC.,19,73,18944,Panama
176,spotify:track:2whW1Q8KTOODkGDakLZa6V,Jay Wheeler Dei V Hades66 Luar La L,Pacto (feat. Luar La L),Linked Music / Dynamic Records / EMPIRE,70,10,18927,Panama
177,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,148,5,18904,Panama
178,spotify:track:4aEOz6ZpXh3wF4FOdJHOPV,Wolfine Ñejo,Escápate Conmigo - Remix,LOMIORECORDS,146,3,18856,Panama
179,spotify:track:77ykkmmxq1iIkeYMcHvk3K,Danny Yash,Dramatico,CFMB Records,83,4,18825,Panama
180,spotify:track:1dw7qShk971xMD6r6mA4VN,KAROL G Quevedo,PERO TÚ,Universal Music Latino,16,22,18813,Panama
181,spotify:track:41oY4WCTj5kccfesTVFnvN,Bad Bunny Jhayco,Tarot,Rimas Entertainment LLC,5,64,18805,Panama
182,spotify:track:2vmfvSoZBFAt9hhRoEByLi,Aventura Bad Bunny,Volví,Rimas Entertainment LLC,1,104,18740,Panama
183,spotify:track:3D0AzmZe5A1xYE4Q9laKYx,Danny Yash K4G,Con El Cora En La Mano,Modo Rebelde Music,90,12,18673,Panama
184,spotify:track:6C1RD7YQVvt3YQj0CmuTeu,Bad Bunny Ozuna Farruko Arcángel Ñengo Flow DJ Luian Mambo Kingz,Diles,Rimas Entertainment LLC,14,210,18547,Panama
185,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,Universal Republic Records,71,55,18537,Panama
186,spotify:track:6eSlDHA3XYLha1e0z8I9DO,Tainy Young Miko The Marías,mañana,NEON16 LLC,29,4,18529,Panama
187,spotify:track:6G12ZafqofSq7YtrMqUm76,Shakira Ozuna,Monotonía,Sony Music Latin,5,41,18487,Panama
188,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,Miserable Music Group LLC,132,12,18472,Panama
189,spotify:track:3UI9I3e1g1y5T3SMfdgfGO,Carlos Baute Marta Sánchez,Colgando en tus manos (con Marta Sánchez),WM Spain,186,5,18467,Panama
190,spotify:track:2hLXUbsOU9cDb9RFva9FYr,Mora Jhayco,MEMORIAS,Rimas Entertainment LLC,32,46,18450,Panama
191,spotify:track:13Z5Q40pa1Ly7aQk1oW8Ce,Nicky Jam Feid,69,Sony Music Latin,35,10,18439,Panama
192,spotify:track:4MzXwWMhyBbmu6hOcLVD49,Bad Bunny Jhayco,DÁKITI,Rimas Entertainment LLC,1,143,18260,Panama
193,spotify:track:655JkvIwu2rDCaD1hPf04g,Sebastian Yatra Myke Towers,Pareja Del Año,UMLE - Latino,3,99,18251,Panama
194,spotify:track:1ncGbGufa7aUaJ5zC4YP3y,Tainy Skrillex Four Tet Rauw Alejandro,VOLVER,NEON16 LLC,34,4,18201,Panama
195,spotify:track:69vlMrzHwATKzupwNcUPyK,Bad Bunny Daddy Yankee,La Santa,Rimas Entertainment LLC,5,178,18186,Panama
196,spotify:track:5n2XTRsYFlZwNBp06KAjDX,Cosculluela Bad Bunny,Madura,Rottweilas Inc.,2,83,18013,Panama
197,spotify:track:2kPjKPf34ZF0vXVBcsLimh,Boza Kenia OS,Ocean,Sony Music Latin,50,6,17975,Panama
198,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,Kali Uchis,Moonlight,Geffen Records,86,16,17947,Panama
199,spotify:track:2naqSVQHgiaoEpxtkVOhmK,Dimension Latina,Llorarás,Musart-Balboa,99,22,17874,Panama
200,spotify:track:3f5lA8nnc4YYF1qf78WpHw,Anuel AA Romeo Santos,Ella Quiere Beber - Remix,Real Hasta La Muerte LLC,3,101,17803,Panama
1,spotify:track:7ABLbnD53cQK00mhcaOUVG,Myke Towers,LALA,WEA Latina,1,5,741070,Paraguay
2,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,Quevedo,Columbia,Quevedo,2,3,471467,Paraguay
3,spotify:track:7x9aauaA9cu6tyfpHnqDLo,Jung Kook Latto,Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,3,2,467795,Paraguay
4,spotify:track:3tiJUOfAEqIrLFRQgGgdoY,Big One FMK Ke Personajes,Un Finde | CROSSOVER #2,Fifty One,1,16,445428,Paraguay
5,spotify:track:6pD0ufEQq0xdHSsRbg9LBK,Grupo Frontera Bad Bunny,un x100to,Rimas Entertainment LLC.,1,15,432528,Paraguay
6,spotify:track:4JdSXF2p71cr8uCY3UiJM0,Yahritza Y Su Esencia Grupo Frontera,Frágil,Lumbre Music/Columbia,3,15,403539,Paraguay
7,spotify:track:7bPp2NmpmyhLJ7zWazAXMu,Peso Pluma Grupo Frontera,TULUM,Double P Records,7,4,387486,Paraguay
8,spotify:track:2UW7JaomAMuX9pZrjVpHAU,Yng Lvcas Peso Pluma,La Bebe - Remix,WM Mexico,2,18,359926,Paraguay
9,spotify:track:4L6PEEISI0EWoKh8Wwtvuh,La Joaqui Alan Gomez,Amanecemos,DALE PLAY Records / GOAT Records,6,16,349059,Paraguay
10,spotify:track:0fABszUFNbNq9IW503Gj8v,DENNIS MC Kevin o Chris,Tá OK,Sony Music Entertainment,7,8,346855,Paraguay
11,spotify:track:7w7BrPbOjF5OxChs2dxFve,Big One Emilia Callejero Fino,En La Intimidad | CROSSOVER #1,Fifty One,1,25,327544,Paraguay
12,spotify:track:1AX4aybSRyXHWrjg27wTFE,Ke Personajes Onda Sabanera,Pobre Corazón - En Vivo,Ke Personajes,4,20,315002,Paraguay
13,spotify:track:0H9WU0OIXPpbOVgzzOanXb,BM,Ni Una Ni Dos,DALE PLAY Records / Wesaisons Records,13,2,297479,Paraguay
14,spotify:track:7ro0hRteUMfnOioTFI5TG1,Bad Bunny,WHERE SHE GOES,Rimas Entertainment LLC,7,10,296890,Paraguay
15,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx,Feid Young Miko,CLASSY 101,UMLE - Latino,10,17,276327,Paraguay
16,spotify:track:7JB29gnUowzSGRdIpeVqRQ,BM Callejero Fino La Joaqui Lola Indigo,M.A - Remix,DALE PLAY Records / Wesaisons Records,8,16,273489,Paraguay
17,spotify:track:3qQbCzHBycnDpGskqOWY0E,Eslabon Armado Peso Pluma,Ella Baila Sola,DEL Records,3,17,255472,Paraguay
18,spotify:track:5AqiaZwhmC6dIbgWrD5SzV,Bizarrap Peso Pluma,Peso Pluma: Bzrp Music Sessions Vol. 55,DALE PLAY Records,4,9,244084,Paraguay
19,spotify:track:4WiQA1AGWHFvaxBU6bHghs,Quevedo,PUNTO G,Quevedo,2,38,234057,Paraguay
